"MAP Health sector Prosaude 2" "Prosaude 2006 - 2008" 4
"DEK DVF PFM Onderst. DVF 5231" "Het PFM post ondersteuningsprogramma draagt bij aan verbetering kwaliteit en resulataatgerichtheid van Nederlandse ontwikkelingssamenwerking middels beter inzicht in het lokale begrotingsproces van relevante ontvangende landen." 4
"DSI TMFsubsidieSt. Aids Fonds" "Building Civil Society's Capacity to improve access to treatment in resource poor settings." 4
"DSI TMF COC NL 2006-2010" "Prevention and empowerment in the NIS: respondingto HIV/Aids amongst sexual minorities" 4
"DSI TMF HealtheFoundation 2006" "HIVeDucation: verbeteren van de GZ in ontwikkelingslanden door training en opleiding van GZ-medewerkers op terrein van HIV-preventie, zorg en behandeling" 4
"DSI TMF-susidie CHOICE" "Bevordering van zinvolle participatie jongeren in nationale en internationale besluitvorming over SRGR voor jongeren" 4
"DMW TMF 2006 AIDENVIRONMENT" "DOORBRAAK IN ACCEPTATIE EN GEBRUIK VAN REGENWATEROPVANG VOOR ALGEMENE WATERVOORZIENING EN ARMOEDEBESTRIJDING IN BURKINA FASO, MALI EN SENEGAL" 4
"SAR Enterprise S Recovery Fund" "Harmonised technical assistance to enterprise sector recovery  in order to reduce poverty (through execution of major elements of BiH MTDS)" 4
"GUA Reduc. mortalidad materna" "Fortalecimiento de salud reproductiva y reduccion de maortalidad materna como estrategia para el ejercicio de los derechos reproductivos de las mujeres" 4
"DMW TMF 2006 NED. VROUWEN RAAD" "NVR MISSIE ALS GASTORGANISATIE VAN HET VROUWEN VOOR WATER PARTNERSCHAP; BEWERKSTELLIGEN DAT VROUWEN - GEGEVEN HUN KENNIS EN ERVARING-DAADWERKELIJK DE GEWENSTE MEDEVERANTWOORDELIJKHEID DRAGEN OP ALLE TERREINEN IN DE SAMENLEVING" 4
"DMW TMF 2006 INST. ENV. SEC." "DOELSTELLING IS ADVANCING GLOBAL SECURITY MET ALS KERNELEMENTEN EMPOWERMENT LOCAL COMMUNITIES, HET CREEREN VAN FONDSEN ALS BETALING VOOR ECOSTYSTTEMDIENSTEN, HET OPZETTEN VAN EEN PLATFORM VOOR MILIEURECHT BIJ HET INTERNATINAAL GERECHTSHOF TE DEN HAAG" 4
"DMW TMF 2006 RC CLIMATE CENTER" "HET ONDERSTEUNEN VAN DE NATIONALE VERENIGINGEN, DE FEDERATIE EN AAN DEZE GELIEERDE VER EN ANDERE INSTELLINGEN BIJ HUN WERKZAAMHEDEN EN HUN ACTIVITEITEN GERICHT OP DE VERMINDERING VAN DE NEGATIEVE GEVOLGEN VAN EXTREME WEERSOMSTANDIGHEDEN" 4
"DMW TMF 2006 GWA" "HET PROMOTEN VAN GELIJKE TOEGANG VAN MANNEN EN VROUWEN TOT EN ZEGGENSCHAP OVER DE ONTWIKKELING EN HET BEHEER VAN WATERVOORRADEN EN INFRASTRUCTUUR VOOR DIENSTVERLENING WAARDOOR EEN BIJDR WORDT GELEVERD AAN HET BEHALEN VAN DE MDGS EN DE UITKOMSTEN WSSD" 4
"DDE-ICAC Jaarlijkse bijdrage" "Jaarlijkse bijdrage aan ICAC 2005-2010" 4
"Youth Vocational Train" "Youth Entrepreneurial Development" 4
"SKO Twinning Customs" "Twinning Customs Administration" 4
"DMV/HH SD NRK Kassala 05" "Verbetering van de situatie in de IDP (internal displaced) kampen rond Kassala, middels assistentie op het gebied van water en sanitatie." 4
"DDE PPP Fair Flowers & Plants" "DDE PPP Fair Flowers & Plants - komt voort uit ""call for ideas""" 4
"Multi Donor Trust Fund" "Reconstruction and rehabilitation in Aceh and Nias after the tsunami" 4
"DSI TMF World Granny 2006-2010" "DSI TMF-subsidie World Granny 2006-2010" 4
"DMW GTZ/BMZ Amazone" "Forest and Biodiversity Program in silent partnership with GTZ and through OTCA" 4
"ACD Coproco 2005-2008" "ACD Coproco 2005-2008" 4
"GUA  El Naranjo" "Gestion integrada de los recursos hidricos en la cuenca alta del rio El Naranjo, Guatemala" 4
"DCO BEC/Unicef Ned. Bolivia" "Girls Education in Bolivia" 4
"In-service Teacher Training" "Open Learning Systems Education Trust" 4
"DSI TMF DCDD 2006-2010" "Inclusief toegang tot rechten voor mensen met een handicap" 4
"JAK hervorming politie" "Police reform through support for Community Policing, Education in Human Rights at the police training institute" 4
"PRE Ndlovu Medical Trust" "AIDS Awareness Programme" 4
"KAI Competiveness Fish Sector" "To strenghten the competiveness of the private sector operating in the Egyptain Fisheries chain." 4
"GIPD phase II" "regional program for sustainable production" 4
"DHA CDSP-III - TA" "The aim of the project is to contribute to the coastal development in Bangladesh in the framework of ICZM and to improve the economic and social situation of the people living in the char areas" 4
"DCO TMF Subsidie Seva Network" "Subsidie aan Seva Network Foundation t.b.v. Basic Educaton" 4
"MNG Social Marketing RHC & BCC" "Social marketing of condoms and hormonal contraceptives plus behavioural change communications" 4
"DAK CV Business Climate" "Verbteren ondernemingsklimaat Kaapverdië" 4
"Appui à la déconcentration" "Appui à la DGAT/MISD pour la mise en oeuvre de la déconcentration" 4
"DSI TMF NSPOH 2006-2010" "DSI TMF-subsiedie NSPOH 2006-2010" 4
"DMV/VG LK FMO Tsunami spoorweg" "Herstel van het spoorwegsignalerings- en communicatiesysteem, getroffen door de Tsunami van eind december 2004. Kanalisering via de FMO/NI (Financiele hulp). Uitvoering door Vialis/NMA.  Bedrag is incl. kosten consultant ARCADIS en vergoeding FMO." 4
"NAI GJLOS Medium Term Strategy" "Transforming and strengthening the sector institutions for efficient, accountable and transparent administration of justice." 4
"MAP PPP VidaGas" "Marketing and distribution of LPG in the northern provinces of Mozambique as part of a broader strategy to couple commercial activities with efforts to improve health and quality of life in remote communities" 4
"DAR PSI Social Marketting" "Improve and increase the prevention of HIV" 4
UNFFE/APEP "Contribution to partnership UNFFE/APEP/ASPS implementing demonstration and support activities programme in West Nile, Lango and Teso" 4
"ADD Local HIV/AIDS Initiatives" "Fund for small local HIV/AIDS initiatives of NGO's" 4
"DHA HNP Support Fund" "Specific programme support to pursue RNE priorities in health" 4
"DDE-Heifer Dairy programma" "Tot standbrengen  van geintegreerde veeteeltprojecten voor zelfontwikkeling van de lokale gemeenschap en marktaansluiting" 4
"DDE-Bridging Sust. report." "Bridging sustainability reporting gap - St. Global Reporting Initiative (GRI); armoedebestrijding (TMF)" 4
"DDE-Fair Wear Foundation" "Fair Wear Foundation; faciliteren van een multi stake holder overleg met producenten en de civil society in ontwikkelingslanden voor het monitoren van sociale en milieuaspecten" 4
DDE-Wereldwinkels "DDE-Wereldwinkels; Project Eerlijke Markttoegang; verder ontwikkelen capaciteit bestaande continentale netwerken in Azie en Afrika en het opzetten van een continentaal netwerk in Latijns Amerika" 4
"TBL NAS SOssetia" "Needs Assessment Study" 4
"PRE Joburg Arts Projects" "To support Joburg Metro arts activities" 4
"DAR Financial Sector Deepening" "The Trust's goal is to significantly increase the proportion of Tanzanian households and businesses able to access high quality financial services." 4
"KAI NWRP Coordination" "Support Coordination of NWRP implementation, by strengthening local and national planning capacity, as well as supporting the National Water Council and its Technical Committee." 4
"KAI DWS -Fayoum" "Drinking Water and Sanitation Project" 4
"KAI Better Irri. Service IIIMP" "Joint funding of Integrated IrrigationImprovement & Management project (WB/KfW/NL)" 4
"KAI H.R Training for Judiciary" "Human Rights training for the judiciary" 4
"KAI Water and stability (CARE)" "Promote equity, stability and inclusion in water resources management in Egypt" 4
"DHA CDSP-III-FA" "Char Development and Settlement Project III" 4
"GUA part. de la Soc. Civil" "Participacion de la Sociedad Civil en el Mejoramiento de las Condiciones de Gobernabilidad en Izabal" 4
"Market Infrastructure Develop" "Market Infrastructure Development In Charlands" 4
"GUA Apoya al ITS/VIH/SIDA" "Apoya al programa nacional de prevencion y control de ITS/VIH/SIDA, como estrategia para el ejercicio de los derechos reproductivos" 4
"JAK Aceh Nias SD Consultancy" "Ondersteunen BRR Aceh- Nias waterbeheer" 4
"PEK Tibetan Music" "Inventarisatie van Traditionele Tibetaanse Muziek" 4
"MAP TVET reform project" "Reform of the technical/vocational education and training (TVET) sector" 4
"JAK Traing Ind Young Leaders" "Training Indonesian Young Leaders" 4
"OUA PDDEB Phase 1" "Développement quantitatif et qualitatif de l'éducation de base par (i) l'amélioration de l'accès, (ii) l'amélioration de la qualité et (iii) le renforcement de capacités de gestion" 4
"DMV/HH IQ NRK Kits 2005" "Leniging van acute nood in gezondheidszorg Irak door verstrekking van 'medical kits' aan 16 ziekenhuizen. Zie ook nr. 5945." 4
"MAP ORAM Nampula 2006-2011" "Core funding to ORAM Nampula to implement a program which aims at devolving control over land resources to users at community level, ensuring their participation in the design and implementation of policies and development initiatives" 4
"GUA Cuente con Ambiente" "Programa de economia ambiental y de recursos naturales. Sistema de Cuentas Ambientales y Incidencia presupuestaria." 4
"DMV/HH WW ICVA 05-07" "Ondersteunen van humanitaire NGOs ter verbetering van de kwaliteit van de humanitaire hulpverlening en het vergroten van de accountability van de noodhulporganisaties." 4
"DHA BRAC University" "Establishing a Centre for Governance Studies and MA in Governance and Development" 4
"BAM Toegang tot Drinkwater" "Mesures d'urgence pour alimentation en eau potable de la ville de bamako" 4
"RAM UNRWA recovery projects" "Contribution to UNRWA for their microfinance program and a re-housing project in Khan Younis" 4
"SALIN EI/GCE" "Towards Achievement EFA Real World Strategies and Teachers' Unions response on EFA and HIV/AIDS" 4
"ACC G*RAP (was akt. 11191)" "funding of research and advocacy organisations" 4
"DCO Pakistan Emerg Education" "Nood Onderwijs Pakistan" 4
"MNG common fund civil society" "Multi donor fund to support civil society in democracy related issues" 4
"DCO SEPHIS-III" "Vergelijkend historisch onderzoek naar en voor ontwikkeling" 4
DCO_FTI-EPDF "Technische ondersteuning onderwijsplannen via EPDF" 4
"BAM Etat Civil" "Modernisation et consolidation de l'état civil" 4
"DVF-ECA funding" "Funding ECA" 4
"SAA Al Salakhana SFD III" "EmOC hospital equipment and training" 4
"DMW-Duurzame visserij W.Afrika" "Ondersteunen regionale visserij-organsiatie CSRP ter bevordering van duurzaam beheer van ""small pelagics"" in West Afrika" 4
"KHA UNDP IDP Camps Khartoum" "Strengthening Human Security for Vulnerable Groups in Khartoum IDP Camps" 4
"DSI AIID Namibië" "The socio-economic and bio-medical impact of the introduction of affordable health insurance (including AIDS treatment) in Namibië" 4
"SAA IFC Subsidy Scheme" "Subsidie Business Edge trainingen" 4
"Harmonisation donateurs a" "Bijdrage aan het opzetten en functioneren van een Technische Unit die donoren in BF bijstaat om de resultaten van de FORA van Rome en Parijs op donorharmonisatie te halen" 4
"DEK Supp.Progr. Inst.&Cap. dev" "Embassy Support Program for Institutional and Capacity Development (SPICAD)" 4
"DCO ERNWACA 2005-2008" "ERNWACA's Small Grants Programme 2005-2008" 4
"DCO AIT 2006-2010" "DCO AIT 2006-2010 Human Resources Development for Asian Partner Countries" 4
"SAR SRRP II (b)" "Socio economic recovery of Srebrenica" 4
"DDE WSSD markttoegang/cap.opb." "Uitvoering van bilateraal overeengekomen werkplannen palmolie en garnalen en groente/tropisch fruit" 4
"DVF Bijdrage IDA-HIPC" "IDA-HIPC Bijdrage via het Trust Fund voor het Heavily Indebted Poor Countries Initiatif" 4
